IP 地址,已发送,已接收,丢包率,TCP延迟(ms),平均速率(MB/s),最高速率(MB/s),地区码,追踪延迟(ms)
91.110.174.210,4,4,0.00,61.74,52.19,92.85,HKG,234.75
45.221.115.170,4,4,0.00,64.91,44.16,76.74,HKG,726.48
91.110.174.204,4,4,0.00,64.53,45.60,48.07,HKG,186.73
45.221.115.152,4,4,0.00,66.83,44.57,47.92,HKG,716.75
91.110.174.169,4,4,0.00,66.51,37.11,41.10,HKG,194.65
91.110.174.222,4,4,0.00,63.53,29.18,31.71,HKG,207.98
211.72.147.91,4,4,0.00,90.14,24.83,29.81,KHH,791.66
108.165.177.16,4,4,0.00,100.89,26.29,30.26,KUL,852.68
47.80.57.116,4,4,0.00,112.49,27.49,30.35,ICN,896.83
43.255.156.132,4,4,0.00,69.38,15.22,16.71,HKG,729.05
203.69.11.79,4,4,0.00,89.50,16.26,19.92,KHH,803.64
104.17.220.239,4,4,0.00,76.94,0.24,11.12,HKG,190.91
104.18.255.167,4,4,0.00,212.27,17.36,22.95,SJC,443.17
104.16.105.166,4,4,0.00,208.76,12.93,20.01,LAX,449.82
104.18.237.115,4,4,0.00,207.37,13.05,19.14,LAX,450.85
104.19.249.242,4,4,0.00,209.51,10.87,18.45,LAX,413.66
