IP 地址,已发送,已接收,丢包率,TCP延迟(ms),平均速率(MB/s),最高速率(MB/s),地区码,追踪延迟(ms)
185.92.47.93,4,4,0.00,64.13,45.90,115.83,HKG,879.29
91.110.174.202,4,4,0.00,61.51,44.34,109.40,HKG,690.02
91.110.174.210,4,4,0.00,64.10,47.92,108.30,HKG,698.74
91.110.174.204,4,4,0.00,65.31,44.82,45.58,HKG,695.08
91.110.174.205,4,4,0.00,63.35,43.61,44.09,HKG,704.07
216.23.93.131,4,4,0.00,65.20,37.29,38.92,HKG,712.54
38.207.174.111,4,4,0.00,67.27,25.12,39.05,HKG,715.46
91.213.174.82,4,4,0.00,66.43,26.43,30.61,HKG,722.84
211.72.147.91,4,4,0.00,87.41,15.90,22.27,KHH,792.31
203.69.11.80,4,4,0.00,88.79,18.65,20.92,KHH,784.82
203.69.11.79,4,4,0.00,90.15,11.57,18.34,KHH,787.11
108.165.65.246,4,4,0.00,116.33,23.12,24.31,SIN,850.87
47.129.158.2,4,4,0.00,119.22,20.06,23.49,SIN,862.63
13.228.167.160,4,4,0.00,119.82,15.97,18.30,SIN,871.72
114.32.9.249,4,4,0.00,113.14,4.43,5.34,TPE,829.86
151.242.188.152,4,4,0.00,205.57,13.63,15.10,TPE,1120.90
