IP 地址,已发送,已接收,丢包率,TCP延迟(ms),平均速率(MB/s),最高速率(MB/s),地区码,追踪延迟(ms)
91.110.174.201,4,4,0.00,61.93,25.98,29.93,HKG,1217.50
108.165.177.16,4,4,0.00,117.86,26.83,28.07,SIN,840.14
211.72.147.91,4,4,0.00,90.09,21.18,25.39,KHH,809.00
91.110.174.204,4,4,0.00,63.24,21.57,23.45,HKG,189.99
211.49.57.134,4,4,0.00,107.13,22.82,24.21,ICN,891.28
203.69.11.79,4,4,0.00,91.62,19.69,22.34,KHH,795.00
47.129.158.2,4,4,0.00,118.55,17.70,23.35,SIN,1208.80
191.223.209.39,4,4,0.00,93.37,19.56,21.56,HKG,887.74
13.250.27.210,4,4,0.00,117.54,14.71,22.54,SIN,871.57
18.141.237.52,4,4,0.00,120.25,17.63,20.41,SIN,875.00
13.228.167.160,4,4,0.00,119.25,15.30,17.76,SIN,881.66
104.18.89.52,4,4,0.00,230.18,10.01,19.09,LHR,488.61
91.110.174.205,4,4,0.00,64.20,3.17,6.05,HKG,219.50
203.69.11.80,4,4,0.00,89.75,5.98,6.22,KHH,812.50
