IP 地址,已发送,已接收,丢包率,TCP延迟(ms),平均速率(MB/s),最高速率(MB/s),地区码,追踪延迟(ms)
91.110.174.204,4,4,0.00,59.08,45.37,90.28,HKG,689.25
91.110.174.205,4,4,0.00,61.15,40.10,79.80,HKG,723.79
91.110.174.169,4,4,0.00,64.44,49.79,54.06,HKG,698.00
91.110.174.222,4,4,0.00,62.26,41.67,44.68,HKG,708.50
64.204.49.136,4,4,0.00,73.14,44.36,45.95,NRT,737.00
91.213.186.189,4,4,0.00,66.10,35.52,40.20,HKG,722.13
157.254.198.27,4,4,0.00,70.22,36.33,38.96,NRT,1055.00
45.142.127.116,4,4,0.00,92.17,37.34,38.91,NRT,791.79
211.49.57.134,4,4,0.00,99.09,20.95,28.50,ICN,816.35
211.72.147.91,4,4,0.00,91.75,21.04,23.31,KHH,792.50
203.69.11.80,4,4,0.00,91.25,20.53,21.17,KHH,794.38
43.255.156.132,4,4,0.00,63.38,15.12,15.46,HKG,715.63
203.69.11.79,4,4,0.00,89.86,17.82,19.94,KHH,786.38
140.235.38.47,4,4,0.00,128.99,24.84,26.68,TPE,1220.10
13.250.27.210,4,4,0.00,119.75,20.44,22.98,SIN,864.50
13.228.167.160,4,4,0.00,116.46,17.24,19.66,SIN,864.00
104.18.89.52,4,4,0.00,229.75,10.65,17.44,LHR,698.00
