IP 地址,已发送,已接收,丢包率,TCP延迟(ms),平均速率(MB/s),最高速率(MB/s),地区码,追踪延迟(ms)
45.221.115.170,4,4,0.00,70.63,39.77,99.62,HKG,714.00
45.221.115.152,4,4,0.00,66.87,40.64,71.50,HKG,711.50
91.110.174.169,4,4,0.00,64.37,47.88,50.44,HKG,211.00
91.110.174.210,4,4,0.00,60.50,41.35,41.99,HKG,190.50
91.110.174.204,4,4,0.00,63.12,41.65,42.02,HKG,202.00
91.110.174.222,4,4,0.00,64.37,22.64,34.85,HKG,229.00
91.200.243.254,4,4,0.00,99.50,37.23,39.90,NRT,789.99
166.88.7.117,4,4,0.00,100.50,29.91,32.30,KUL,857.00
43.255.156.132,4,4,0.00,65.12,17.44,19.87,HKG,228.50
211.49.57.134,4,4,0.00,105.13,23.36,26.23,ICN,821.50
108.165.65.246,4,4,0.00,104.75,22.41,23.59,KUL,824.00
211.72.147.91,4,4,0.00,91.75,10.66,14.49,KHH,819.51
104.19.46.105,4,4,0.00,66.87,2.68,7.25,HKG,153.50
203.69.11.79,4,4,0.00,90.63,6.13,6.98,KHH,812.00
203.69.11.80,4,4,0.00,91.37,3.58,5.04,KHH,815.50
104.18.255.167,4,4,0.00,203.88,12.59,19.62,SJC,728.50
104.19.249.242,4,4,0.00,210.75,13.65,20.00,LAX,437.00
104.16.105.166,4,4,0.00,207.00,11.28,18.87,LAX,422.00
104.16.60.136,4,4,0.00,207.75,9.44,17.11,LAX,451.00
104.16.30.77,4,4,0.00,216.25,12.28,18.57,LAX,426.50
