IP 地址,已发送,已接收,丢包率,TCP延迟(ms),平均速率(MB/s),最高速率(MB/s),地区码,追踪延迟(ms)
54.248.55.203,4,4,0.00,81.23,25.45,30.59,NRT,753.15
118.156.166.251,4,4,0.00,125.24,30.33,32.20,NRT,402.37
45.150.128.159,4,4,0.00,131.11,26.22,31.73,BKK,411.34
43.254.164.160,4,4,0.00,63.94,15.75,20.32,HKG,227.67
157.85.105.126,4,4,0.00,124.66,22.59,23.83,BKK,925.49
8.219.195.31,4,4,0.00,97.72,18.68,20.68,NRT,1033.06
45.89.232.242,4,4,0.00,93.95,17.36,19.08,NRT,399.44
143.14.11.61,4,4,0.00,121.85,14.65,20.81,BKK,894.82
111.97.164.62,4,4,0.00,129.71,13.02,15.27,NRT,418.34
91.110.209.115,4,4,0.00,63.85,6.20,7.29,HKG,718.75
104.18.23.140,4,4,0.00,229.18,11.08,17.36,LHR,699.39
150.230.212.247,4,4,0.00,91.52,5.75,8.27,NRT,786.41
91.110.209.120,4,4,0.00,62.81,4.77,5.32,HKG,703.31
151.241.5.88,4,4,0.00,70.36,5.71,5.71,NRT,725.53
167.71.221.62,4,4,0.00,240.13,15.68,15.72,SIN,740.36
178.128.19.168,4,4,0.00,242.47,13.81,15.42,SIN,724.75
8.219.155.125,4,4,0.00,97.72,5.79,6.12,NRT,1046.44
116.251.216.23,4,4,0.00,239.89,13.85,13.95,SIN,739.37
8.222.185.236,4,4,0.00,235.50,13.58,13.58,NRT,968.15
178.128.211.191,4,4,0.00,240.13,12.18,13.42,SIN,739.32
