IP 地址,已发送,已接收,丢包率,TCP延迟(ms),平均速率(MB/s),最高速率(MB/s),地区码,追踪延迟(ms)
216.23.93.24,4,4,0.00,64.20,35.67,111.05,HKG,213.18
104.16.35.102,4,4,0.00,68.08,27.86,71.78,HKG,162.77
104.17.58.35,4,4,0.00,64.76,60.14,64.90,HKG,174.47
104.17.167.134,4,4,0.00,67.58,49.49,63.36,HKG,158.32
2.27.109.62,4,4,0.00,61.74,57.99,61.59,HKG,706.80
104.18.44.145,4,4,0.00,69.49,55.19,62.95,HKG,173.38
104.17.167.59,4,4,0.00,63.55,55.28,60.46,HKG,147.31
104.17.97.171,4,4,0.00,66.86,59.50,60.62,HKG,190.71
104.17.164.125,4,4,0.00,64.33,54.17,57.58,HKG,159.41
91.110.209.115,4,4,0.00,62.78,46.18,55.46,HKG,703.79
104.16.240.59,4,4,0.00,65.23,42.14,55.96,HKG,164.62
104.17.22.237,4,4,0.00,63.22,51.35,54.13,HKG,159.41
104.17.191.3,4,4,0.00,63.18,19.17,53.16,HKG,147.31
91.110.209.120,4,4,0.00,61.51,43.78,48.25,HKG,719.35
209.33.166.199,4,4,0.00,63.94,48.32,48.74,HKG,697.27
103.170.233.213,4,4,0.00,75.65,26.40,42.61,NRT,718.25
172.237.5.208,4,4,0.00,69.35,33.42,37.57,NRT,371.14
54.248.55.203,4,4,0.00,83.77,38.23,39.93,NRT,763.21
91.110.209.123,4,4,0.00,69.42,29.61,35.73,HKG,714.90
104.18.45.247,4,4,0.00,72.39,34.53,35.79,HKG,187.06
