IP 地址,已发送,已接收,丢包率,TCP延迟(ms),平均速率(MB/s),最高速率(MB/s),地区码,追踪延迟(ms)
54.248.55.203,4,4,0.00,81.65,35.12,63.96,NRT,760.01
91.110.209.115,4,4,0.00,64.75,13.91,23.62,HKG,735.32
8.219.155.125,4,4,0.00,98.83,7.48,26.18,NRT,1550.83
91.110.209.123,4,4,0.00,65.41,15.10,16.80,HKG,718.81
2.27.109.35,4,4,0.00,65.33,13.71,15.35,HKG,847.83
91.110.209.120,4,4,0.00,62.75,10.61,12.58,HKG,1047.50
4.240.110.47,4,4,0.00,166.91,17.51,18.14,BOM,1282.50
8.219.195.31,4,4,0.00,101.79,5.91,6.58,NRT,1138.76
162.159.128.253,4,4,0.00,234.88,10.70,17.19,LHR,473.83
104.18.16.49,4,4,0.00,230.19,8.82,15.97,LHR,534.40
188.166.214.16,4,4,0.00,235.10,13.77,15.47,SIN,965.37
159.65.15.18,4,4,0.00,235.78,14.00,15.12,SIN,975.43
206.189.82.100,4,4,0.00,237.05,11.32,11.59,SIN,969.27
