IP 地址,已发送,已接收,丢包率,TCP延迟(ms),平均速率(MB/s),最高速率(MB/s),地区码,追踪延迟(ms)
91.110.209.115,4,4,0.00,63.19,42.08,61.12,HKG,710.16
91.110.209.120,4,4,0.00,66.77,43.54,60.45,HKG,702.63
91.110.209.123,4,4,0.00,65.82,35.85,37.54,HKG,696.93
54.248.55.203,4,4,0.00,84.68,36.78,38.05,NRT,770.39
45.150.128.159,4,4,0.00,122.62,26.98,29.98,BKK,907.84
45.89.232.242,4,4,0.00,95.02,21.49,24.23,NRT,462.92
157.85.105.126,4,4,0.00,126.80,23.31,26.67,BKK,924.44
178.128.19.168,4,4,0.00,234.42,14.25,40.02,SIN,723.24
150.230.212.247,4,4,0.00,120.33,9.96,15.80,NRT,798.03
151.241.5.88,4,4,0.00,75.37,5.44,5.61,NRT,739.06
143.14.11.61,4,4,0.00,122.10,11.55,11.92,BKK,911.45
8.219.195.31,4,4,0.00,98.56,4.04,5.78,NRT,1060.46
151.145.78.30,4,4,0.00,127.32,5.21,5.53,NRT,1131.11
104.18.23.140,4,4,0.00,230.59,11.04,17.54,LHR,696.34
150.230.107.25,4,4,0.00,157.02,4.76,5.09,NRT,293.77
165.22.59.195,4,4,0.00,240.26,13.86,15.85,SIN,748.71
116.251.216.23,4,4,0.00,234.90,14.27,14.61,SIN,717.84
167.71.221.62,4,4,0.00,237.17,13.02,13.02,SIN,736.55
178.128.82.93,4,4,0.00,237.37,9.06,9.06,SIN,738.51
161.118.223.30,4,4,0.00,235.49,6.38,8.10,SIN,732.18
