IP 地址,已发送,已接收,丢包率,TCP延迟(ms),平均速率(MB/s),最高速率(MB/s),地区码,追踪延迟(ms)
162.159.38.17,4,4,0.00,219.06,10.81,17.02,LAX,478.70
162.159.39.165,4,4,0.00,220.51,12.11,17.23,LAX,474.19
162.159.45.178,4,4,0.00,222.04,13.15,17.28,LAX,455.10
162.159.26.39,4,4,0.00,227.43,11.43,15.69,LAX,489.80
108.162.198.26,4,4,0.00,235.29,8.96,12.62,SJC,505.04
162.159.197.1,4,4,0.00,230.37,7.33,11.20,LAX,1184.57
