IP 地址,已发送,已接收,丢包率,TCP延迟(ms),平均速率(MB/s),最高速率(MB/s),地区码,追踪延迟(ms)
91.110.174.210,4,4,0.00,61.64,44.87,105.50,HKG,193.88
91.110.174.190,4,4,0.00,64.05,45.65,90.70,HKG,193.88
91.110.174.201,4,4,0.00,61.95,39.12,42.69,HKG,196.95
74.82.199.85,4,4,0.00,69.90,32.38,34.07,NRT,725.83
91.110.209.93,4,4,0.00,68.67,27.97,33.24,HKG,716.62
185.92.47.159,4,4,0.00,68.42,27.71,32.92,HKG,861.56
91.110.209.47,4,4,0.00,69.37,24.59,32.56,HKG,716.11
91.110.209.82,4,4,0.00,66.26,27.14,31.28,HKG,708.21
91.110.209.123,4,4,0.00,64.41,22.76,30.30,HKG,699.75
91.110.209.55,4,4,0.00,68.03,26.39,30.49,HKG,702.28
206.251.53.91,4,4,0.00,88.20,34.07,35.11,NRT,281.22
185.194.54.15,4,4,0.00,95.26,35.20,36.52,SIN,835.16
91.110.209.44,4,4,0.00,63.61,21.86,26.54,HKG,725.83
47.80.57.116,4,4,0.00,116.80,20.38,39.90,ICN,320.66
108.165.177.214,4,4,0.00,103.94,23.55,35.36,KUL,820.69
134.185.99.52,4,4,0.00,106.02,31.16,35.40,ICN,825.11
45.143.131.123,4,4,0.00,97.08,31.01,33.07,NRT,286.57
47.242.87.115,4,4,0.00,68.41,16.12,25.18,TPE,775.98
198.20.153.247,4,4,0.00,101.06,26.05,32.98,KUL,812.86
45.192.202.39,4,4,0.00,90.77,28.66,29.13,HKG,444.95
