IP 地址,已发送,已接收,丢包率,TCP延迟(ms),平均速率(MB/s),最高速率(MB/s),地区码,追踪延迟(ms)
8.210.29.68,4,4,0.00,63.14,25.54,28.12,HKG,925.53
47.75.112.231,4,4,0.00,63.43,12.94,15.32,SJC,1136.47
211.49.57.178,4,4,0.00,62.45,10.42,12.94,ICN,722.13
35.72.81.216,4,4,0.00,76.74,12.92,15.87,NRT,813.06
43.159.0.73,4,4,0.00,63.45,10.24,12.95,SIN,951.08
211.49.57.161,4,4,0.00,61.79,9.34,12.08,ICN,716.06
211.49.57.175,4,4,0.00,63.45,9.55,11.67,ICN,712.03
211.49.57.179,4,4,0.00,61.95,8.63,10.09,ICN,715.92
118.218.10.159,4,4,0.00,64.80,8.64,10.09,ICN,785.81
207.148.119.176,4,4,0.00,108.81,17.40,19.23,SIN,408.99
4.194.113.191,4,4,0.00,103.73,11.97,16.39,SIN,653.01
3.112.132.156,4,4,0.00,83.06,10.33,10.86,NRT,817.87
3.115.38.151,4,4,0.00,93.60,9.77,12.94,NRT,826.53
47.84.95.77,4,4,0.00,94.01,8.78,11.77,SIN,1831.64
18.176.37.44,4,4,0.00,78.13,5.95,7.35,NRT,724.49
163.61.74.121,4,4,0.00,89.42,7.67,9.55,HKG,913.24
91.200.243.32,4,4,0.00,82.52,5.67,7.14,NRT,775.18
8.222.185.236,4,4,0.00,92.96,6.76,8.47,NRT,1022.36
8.222.193.153,4,4,0.00,92.98,7.06,8.27,NRT,1018.44
35.74.74.6,4,4,0.00,78.37,4.63,5.20,NRT,775.78
