IP 地址,已发送,已接收,丢包率,TCP延迟(ms),平均速率(MB/s),最高速率(MB/s),地区码,追踪延迟(ms)
18.179.140.180,4,4,0.00,55.22,15.85,98.85,NRT,688.24
92.38.190.44,4,4,0.00,46.35,14.12,18.49,HEL,991.75
43.168.16.112,4,4,0.00,47.47,16.03,16.59,HKG,653.01
47.239.4.246,4,4,0.00,46.58,14.94,15.16,HKG,148.95
57.182.89.177,4,4,0.00,57.77,15.29,16.46,NRT,694.39
54.65.58.58,4,4,0.00,56.49,14.34,15.41,NRT,797.87
3.112.132.156,4,4,0.00,59.68,12.20,15.36,NRT,690.28
18.182.54.28,4,4,0.00,58.28,12.71,14.71,NRT,697.49
52.199.101.150,4,4,0.00,60.08,10.53,14.24,NRT,680.41
149.28.129.157,4,4,0.00,86.33,11.32,20.11,SIN,259.10
35.201.155.121,4,4,0.00,59.81,10.61,12.07,TPE,701.06
54.199.97.220,4,4,0.00,60.95,10.40,10.89,NRT,693.71
207.148.125.245,4,4,0.00,82.76,11.32,12.85,SIN,267.48
202.61.75.46,4,4,0.00,102.14,10.48,12.58,KUL,923.43
104.19.34.170,4,4,0.00,186.90,11.08,16.71,LAX,382.05
104.17.59.88,4,4,0.00,191.09,10.99,16.60,LAX,411.42
162.159.128.253,4,4,0.00,199.29,12.19,17.81,LAX,647.90
104.17.167.134,4,4,0.00,194.23,10.86,16.24,LAX,388.57
198.41.211.130,4,4,0.00,199.35,10.67,16.92,LAX,592.37
172.64.53.29,4,4,0.00,190.49,11.11,14.03,LAX,398.72
