IP 地址,已发送,已接收,丢包率,TCP延迟(ms),平均速率(MB/s),最高速率(MB/s),地区码,追踪延迟(ms)
47.239.4.246,4,4,0.00,57.45,41.97,51.42,HKG,196.60
35.74.74.6,4,4,0.00,72.90,31.19,37.42,NRT,744.65
35.72.81.216,4,4,0.00,71.30,28.65,36.05,NRT,742.99
35.201.155.121,4,4,0.00,71.52,27.37,33.97,TPE,745.89
43.168.16.112,4,4,0.00,57.94,22.46,29.28,HKG,695.51
18.176.37.44,4,4,0.00,73.62,24.40,30.82,NRT,745.92
18.178.41.33,4,4,0.00,72.16,18.13,28.50,NRT,747.57
149.28.129.157,4,4,0.00,95.75,34.93,36.22,SIN,304.51
92.38.190.44,4,4,0.00,60.45,16.49,19.35,KJA,1007.01
123.111.169.70,4,4,0.00,58.95,14.76,16.09,ICN,219.08
18.182.54.28,4,4,0.00,68.30,12.78,17.73,NRT,742.96
125.228.236.138,4,4,0.00,74.38,17.06,18.79,TPE,732.29
43.218.77.16,4,4,0.00,107.68,22.85,29.23,CGK,323.64
103.39.79.236,4,4,0.00,54.62,5.04,10.02,HKG,700.69
52.199.101.150,4,4,0.00,73.83,10.10,13.67,NRT,741.56
103.26.8.38,4,4,0.00,94.21,17.07,17.92,SIN,797.28
211.49.57.175,4,4,0.00,73.35,7.72,10.44,ICN,1212.39
151.244.134.58,4,4,0.00,70.52,7.51,9.46,NRT,361.67
163.61.74.121,4,4,0.00,83.05,11.28,12.95,HKG,880.38
161.248.31.35,4,4,0.00,85.81,10.25,12.26,HKG,905.74
