IP 地址,已发送,已接收,丢包率,TCP延迟(ms),平均速率(MB/s),最高速率(MB/s),地区码,追踪延迟(ms)
159.138.138.87,4,4,0.00,67.65,3.73,34.25,HKG,721.10
45.89.232.111,4,4,0.00,73.01,32.04,33.18,NRT,239.98
31.57.172.46,4,4,0.00,71.83,31.39,31.59,NRT,237.84
91.200.243.32,4,4,0.00,76.23,21.96,26.69,NRT,735.40
54.199.97.220,4,4,0.00,67.00,24.04,25.54,NRT,753.95
207.148.119.176,4,4,0.00,91.57,25.33,27.04,SIN,337.41
52.194.99.211,4,4,0.00,74.25,19.74,25.24,NRT,740.25
18.176.37.44,4,4,0.00,76.77,23.94,25.48,NRT,742.84
43.168.16.112,4,4,0.00,68.42,22.95,24.29,HKG,718.59
35.201.155.121,4,4,0.00,76.56,19.34,24.00,TPE,744.46
45.143.233.162,4,4,0.00,66.31,20.21,22.48,NRT,237.49
4.194.113.191,4,4,0.00,100.38,20.50,24.97,SIN,571.11
43.218.77.16,4,4,0.00,107.32,17.81,24.75,CGK,328.06
52.199.22.23,4,4,0.00,67.25,17.15,19.83,NRT,733.56
211.49.57.178,4,4,0.00,68.38,12.78,18.32,ICN,716.05
103.135.250.218,4,4,0.00,65.38,13.11,17.37,HKG,722.53
123.111.169.70,4,4,0.00,60.98,14.82,16.77,ICN,236.59
92.38.190.44,4,4,0.00,67.77,12.52,15.99,HEL,1027.80
216.236.58.13,4,4,0.00,137.30,20.09,22.63,HKG,413.23
103.26.8.38,4,4,0.00,99.18,16.90,17.92,SIN,812.06
