IP 地址,已发送,已接收,丢包率,TCP延迟(ms),平均速率(MB/s),最高速率(MB/s),地区码,追踪延迟(ms)
47.239.4.246,4,4,0.00,46.68,14.45,15.19,HKG,158.45
34.81.179.112,4,4,0.00,60.64,10.80,15.29,TPE,705.41
172.64.41.90,4,4,0.00,222.95,11.88,18.11,LAX,637.23
104.17.113.154,4,4,0.00,222.12,12.19,18.00,LAX,655.38
104.18.45.92,4,4,0.00,221.31,10.97,17.46,LAX,657.72
18.178.41.33,4,4,0.00,58.66,11.90,14.51,NRT,698.04
149.28.129.157,4,4,0.00,83.68,13.05,14.52,SIN,269.43
3.112.132.156,4,4,0.00,56.28,10.45,11.50,NRT,691.25
125.228.236.138,4,4,0.00,58.26,10.57,11.23,TPE,711.53
54.65.58.58,4,4,0.00,58.66,10.14,10.81,NRT,683.23
