IP 地址,已发送,已接收,丢包率,TCP延迟(ms),平均速率(MB/s),最高速率(MB/s),地区码,追踪延迟(ms)
104.18.43.204,0,0,0.00,189.88,14.27,19.67,LAX,0.00
172.64.53.80,0,0,0.00,187.74,12.12,12.78,LAX,0.00
13.231.33.243,0,0,0.00,61.70,11.85,13.51,NRT,0.00
172.64.145.42,0,0,0.00,203.01,11.71,13.78,LAX,0.00
104.18.40.189,0,0,0.00,194.65,11.18,14.65,LAX,0.00
172.64.148.236,0,0,0.00,202.56,11.18,13.93,LAX,0.00
162.159.46.15,0,0,0.00,186.83,11.08,12.50,LAX,0.00
172.64.52.148,0,0,0.00,195.13,11.07,13.43,LAX,0.00
172.64.144.52,0,0,0.00,190.47,10.90,12.87,LAX,0.00
104.18.40.47,0,0,0.00,198.47,10.87,12.35,LAX,0.00
104.18.212.89,0,0,0.00,190.25,10.82,14.84,LAX,0.00
172.64.147.110,0,0,0.00,189.88,10.71,11.85,LAX,0.00
104.17.185.207,0,0,0.00,195.30,10.43,12.32,LAX,0.00
104.18.223.253,0,0,0.00,199.38,10.16,11.43,LAX,0.00
162.159.23.165,0,0,0.00,194.17,9.98,15.91,LAX,0.00
43.168.16.112,0,0,0.00,47.67,9.78,20.18,HKG,0.00
104.19.215.118,0,0,0.00,193.81,9.58,14.91,LAX,0.00
104.17.101.139,0,0,0.00,196.54,9.54,10.50,LAX,0.00
162.159.198.1,0,0,0.00,204.30,8.50,17.50,LAX,0.00
104.18.40.163,0,0,0.00,188.67,8.31,17.10,LAX,0.00
104.18.43.246,0,0,0.00,198.41,8.28,9.21,LAX,0.00
104.18.84.14,0,0,0.00,196.17,8.08,9.27,LAX,0.00
172.64.149.80,0,0,0.00,187.62,7.96,8.61,LAX,0.00
34.150.80.130,0,0,0.00,47.67,7.45,17.20,HKG,0.00
162.159.197.1,0,0,0.00,194.64,6.65,26.86,LAX,0.00
23.27.113.28,0,0,0.00,117.02,4.87,7.46,KUL,0.00
162.159.45.132,0,0,0.00,200.31,4.45,5.03,LAX,0.00
162.159.44.130,0,0,0.00,195.95,4.36,17.33,LAX,0.00
172.64.52.127,0,0,0.00,202.84,4.24,6.91,LAX,0.00
162.159.38.132,0,0,0.00,195.33,3.80,5.19,LAX,0.00
108.162.198.214,0,0,0.00,194.41,0.61,14.96,SJC,0.00
