IP 地址,已发送,已接收,丢包率,TCP延迟(ms),平均速率(MB/s),最高速率(MB/s),地区码,追踪延迟(ms)
91.213.189.132,4,4,0.00,65.00,44.94,62.97,HKG,720.49
45.207.159.187,4,4,0.00,92.53,14.36,24.79,TPE,780.84
203.69.11.79,4,4,0.00,90.14,21.89,22.54,KHH,1424.82
47.129.158.2,4,4,0.00,119.48,20.67,23.36,SIN,883.36
211.72.147.91,4,4,0.00,90.77,13.36,17.89,KHH,813.15
104.19.220.22,4,4,0.00,219.53,13.36,19.87,SJC,481.49
104.18.255.167,4,4,0.00,204.50,7.95,17.98,SJC,476.73
104.18.166.129,4,4,0.00,239.73,13.65,20.08,LAX,441.89
104.19.212.207,4,4,0.00,240.30,11.85,19.02,SJC,482.00
162.159.140.85,4,4,0.00,231.79,10.88,17.77,LHR,466.78
104.18.89.52,4,4,0.00,235.31,11.03,17.63,LHR,478.34
104.18.81.19,4,4,0.00,233.96,10.04,17.46,LHR,466.78
104.19.217.88,4,4,0.00,216.01,9.84,14.66,LAX,423.46
104.18.189.153,4,4,0.00,228.60,10.15,15.67,LAX,419.75
104.16.93.121,4,4,0.00,211.14,7.29,11.88,SJC,967.33
