IP 地址,已发送,已接收,丢包率,TCP延迟(ms),平均速率(MB/s),最高速率(MB/s),地区码,追踪延迟(ms)
91.110.209.64,4,4,0.00,69.01,27.50,41.05,HKG,714.53
91.110.209.72,4,4,0.00,64.50,31.48,36.78,HKG,732.17
38.207.174.111,4,4,0.00,71.33,24.73,35.91,HKG,746.92
91.110.209.100,4,4,0.00,68.44,25.76,32.92,HKG,747.23
45.89.235.39,4,4,0.00,69.08,21.22,31.61,NRT,729.66
91.110.209.54,4,4,0.00,67.99,24.51,29.22,HKG,721.17
91.110.209.82,4,4,0.00,66.75,20.10,25.33,HKG,694.84
45.192.203.120,4,4,0.00,87.18,23.11,26.36,HKG,452.94
91.110.209.57,4,4,0.00,66.51,21.55,23.68,HKG,725.56
91.110.209.84,4,4,0.00,67.58,20.48,22.60,HKG,725.87
91.110.209.71,4,4,0.00,65.68,19.77,20.39,HKG,703.81
211.72.147.91,4,4,0.00,93.01,20.90,22.52,KHH,793.84
172.197.160.176,4,4,0.00,123.86,19.89,22.71,KUL,372.46
220.132.74.165,4,4,0.00,89.22,7.63,14.40,TPE,837.73
149.118.156.142,4,4,0.00,146.92,13.91,14.70,KUL,481.65
91.110.209.78,4,4,0.00,67.99,4.31,6.61,HKG,740.41
149.104.3.16,4,4,0.00,69.55,4.68,5.12,HKG,747.23
8.219.195.31,4,4,0.00,102.42,6.55,7.32,NRT,1111.88
104.18.23.140,4,4,0.00,231.83,10.96,17.71,LHR,702.06
13.214.195.207,4,4,0.00,118.68,5.55,5.76,SIN,422.59
