IP 地址,已发送,已接收,丢包率,TCP延迟(ms),平均速率(MB/s),最高速率(MB/s),地区码,追踪延迟(ms)
35.74.74.6,4,4,0.00,75.85,26.07,29.83,NRT,713.97
52.194.99.211,4,4,0.00,68.84,17.85,27.65,NRT,727.46
52.192.132.1,4,4,0.00,66.33,24.93,26.57,NRT,720.87
35.201.155.121,4,4,0.00,68.94,18.53,24.80,TPE,755.03
52.199.22.23,4,4,0.00,72.45,19.72,24.47,NRT,719.39
54.180.151.15,4,4,0.00,102.12,16.73,25.06,ICN,835.25
47.239.4.246,4,4,0.00,56.09,9.89,20.99,HKG,211.10
18.178.41.33,4,4,0.00,77.83,15.01,22.09,NRT,726.63
3.112.132.156,4,4,0.00,74.63,18.78,21.79,NRT,714.12
18.176.37.44,4,4,0.00,71.50,18.49,21.08,NRT,720.80
211.49.57.178,4,4,0.00,62.11,14.57,19.52,ICN,707.98
4.194.113.191,4,4,0.00,95.83,15.42,18.75,SIN,1061.98
8.210.29.68,4,4,0.00,57.76,14.07,14.56,HKG,838.86
211.49.57.175,4,4,0.00,63.55,9.17,11.01,ICN,722.54
18.182.54.28,4,4,0.00,70.87,8.46,11.27,NRT,753.53
57.182.89.177,4,4,0.00,74.59,9.29,11.02,NRT,721.67
54.65.58.58,4,4,0.00,71.11,7.51,10.65,NRT,726.49
108.162.198.117,4,4,0.00,203.54,8.18,18.15,SJC,508.61
52.199.101.150,4,4,0.00,70.82,7.56,9.71,NRT,757.68
125.228.236.138,4,4,0.00,99.88,6.77,10.80,TPE,908.28
