IP 地址,已发送,已接收,丢包率,TCP延迟(ms),平均速率(MB/s),最高速率(MB/s),地区码,追踪延迟(ms)
91.110.174.190,4,4,0.00,65.59,42.44,44.25,HKG,211.55
91.110.209.60,4,4,0.00,67.57,21.43,39.64,HKG,707.82
91.110.174.173,4,4,0.00,63.35,33.14,33.94,HKG,191.66
91.110.182.9,4,4,0.00,72.72,24.46,33.94,HKG,743.53
91.110.209.50,4,4,0.00,60.93,21.50,30.53,HKG,740.91
206.237.12.135,4,4,0.00,68.05,11.52,30.81,HKG,765.97
220.132.74.165,4,4,0.00,91.16,22.86,30.33,TPE,796.35
91.110.209.93,4,4,0.00,63.16,22.92,26.60,HKG,737.75
23.27.28.65,4,4,0.00,106.82,18.10,26.78,KUL,361.18
168.107.0.210,4,4,0.00,104.59,24.48,26.36,ICN,868.30
91.110.209.62,4,4,0.00,70.91,18.02,23.32,HKG,712.70
91.110.209.111,4,4,0.00,64.75,10.56,22.56,HKG,713.34
168.110.112.196,4,4,0.00,106.18,22.52,26.10,ICN,338.37
91.110.209.79,4,4,0.00,70.06,19.10,22.59,HKG,711.76
45.192.203.120,4,4,0.00,94.53,22.60,24.17,HKG,462.02
211.72.147.91,4,4,0.00,93.87,20.03,22.60,KHH,811.08
168.110.110.132,4,4,0.00,141.80,21.57,26.58,ICN,334.05
91.110.209.95,4,4,0.00,65.92,13.97,19.58,HKG,728.38
211.49.57.134,4,4,0.00,101.64,16.96,21.84,ICN,844.00
109.107.140.105,4,4,0.00,124.63,21.70,22.97,NRT,387.50
