IP 地址,已发送,已接收,丢包率,TCP延迟(ms),平均速率(MB/s),最高速率(MB/s),地区码,追踪延迟(ms)
91.110.174.173,4,4,0.00,64.92,41.71,57.72,HKG,193.85
45.192.205.162,4,4,0.00,67.75,37.33,41.03,HKG,719.35
69.8.128.201,4,4,0.00,71.43,35.72,39.50,NRT,749.68
69.8.128.249,4,4,0.00,80.13,33.04,37.66,NRT,225.58
42.193.173.86,4,4,0.00,59.74,23.95,26.78,HKG,208.29
129.154.50.72,4,4,0.00,104.87,31.39,37.89,ICN,327.34
152.175.5.161,4,4,0.00,71.80,20.58,22.27,HKG,727.35
205.186.64.216,4,4,0.00,100.86,30.45,31.59,KUL,865.23
108.165.177.110,4,4,0.00,101.76,30.81,31.42,KUL,836.17
23.27.28.65,4,4,0.00,104.68,30.63,32.24,KUL,311.60
202.61.75.68,4,4,0.00,102.49,29.09,29.26,KUL,376.26
220.132.74.165,4,4,0.00,90.16,19.92,24.10,TPE,808.58
146.56.119.205,4,4,0.00,108.82,22.03,27.08,ICN,841.17
211.72.147.91,4,4,0.00,92.48,18.68,19.27,KHH,816.70
47.80.57.116,4,4,0.00,103.77,20.54,23.08,ICN,890.03
74.113.96.158,4,4,0.00,122.94,24.53,26.97,NRT,395.81
20.17.111.31,4,4,0.00,125.45,25.94,27.40,KUL,392.28
211.49.57.134,4,4,0.00,109.76,14.68,18.94,ICN,815.69
178.253.32.76,4,4,0.00,103.20,12.44,15.63,HKG,841.67
45.154.14.208,4,4,0.00,83.59,6.11,7.76,ICN,758.45
