IP 地址,已发送,已接收,丢包率,TCP延迟(ms),平均速率(MB/s),最高速率(MB/s),地区码,追踪延迟(ms)
104.18.34.181,4,4,0.00,249.23,5.37,10.97,LAX,486.10
104.18.34.66,4,4,0.00,268.72,5.91,11.15,LAX,820.82
104.18.34.99,4,4,0.00,252.84,4.89,10.26,LAX,732.19
