IP 地址,已发送,已接收,丢包率,TCP延迟(ms),平均速率(MB/s),最高速率(MB/s),地区码,追踪延迟(ms)
23.249.17.25,4,4,0.00,77.46,43.55,43.88,HKG,962.02
209.33.166.199,4,4,0.00,74.75,35.80,43.18,HKG,753.89
103.170.233.213,4,4,0.00,75.85,41.24,41.82,NRT,754.88
91.110.209.46,4,4,0.00,77.58,21.95,40.16,HKG,753.80
212.135.215.5,4,4,0.00,76.43,35.45,37.91,NRT,769.49
91.110.209.80,4,4,0.00,75.61,28.41,34.31,HKG,739.45
91.110.182.10,4,4,0.00,68.46,22.14,31.51,HKG,757.16
43.155.221.27,4,4,0.00,73.80,3.48,31.65,ICN,705.22
91.110.209.122,4,4,0.00,67.42,21.23,29.56,HKG,734.83
43.160.246.223,4,4,0.00,118.30,26.53,37.83,SIN,818.84
54.248.55.203,4,4,0.00,88.05,25.39,30.28,NRT,777.29
91.110.209.117,4,4,0.00,72.71,17.25,27.28,HKG,756.90
91.110.182.12,4,4,0.00,73.81,19.10,25.18,HKG,729.48
91.110.209.104,4,4,0.00,70.75,14.01,23.73,HKG,740.94
166.88.7.65,4,4,0.00,102.93,24.07,26.69,SIN,338.45
91.110.209.61,4,4,0.00,74.61,14.43,21.59,HKG,744.99
149.118.131.245,4,4,0.00,106.71,25.23,26.69,KUL,357.94
91.110.209.100,4,4,0.00,69.33,17.53,20.60,HKG,767.33
47.250.124.22,4,4,0.00,115.63,25.29,25.92,KUL,382.12
45.150.128.159,4,4,0.00,128.72,24.47,25.78,BKK,413.36
